Context,Question,Answer,Question_type,Domain,Annotator1_QuestionObjective,Annotator1_ContextRelevant,Annotator1_DomainAgree,Annotator1_QuestionTypeAgree,Annotator1_AnswerCorrect,Annotator1_AnswerComplete,Annotator1_QuestionCorrect,Annotator1_QuestionComplete,Annotator2_QuestionObjective,Annotator2_ContextRelevant,Annotator2_DomainAgree,Annotator2_QuestionTypeAgree,Annotator2_AnswerCorrect,Annotator2_AnswerComplete,Annotator2_QuestionCorrect,Annotator2_QuestionComplete
Материалдың серпімді қасиеттері оның деформациялық жүктеме тоқтатылғаннан кейін бастапқы пішініне оралу қабілетімен байланысты. Серпімділік модулі осы қабілетті сипаттайды және жүктеме кезінде материалдың қаншалықты деформацияланатынын анықтайды.,Серпімділік модулі нені сипаттайды?,материалдың деформациядан кейін бастапқы пішініне оралу қабілетін.,Factoid,materials,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Материалдың қаттылығы ол материалдың басқа қатты денені енгізуге қарсы тұру қабілетін сипаттайды. Ол Бринелл шкаласы немесе Рокуэлл шкаласы сияқты әртүрлі шкалалармен өлшенеді.,Материалдың қаттылығы қалай өлшенеді?,Бринелл шкаласы немесе Рокуэлл шкаласымен,Factoid,materials,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Материалдың қаттылығы ол материалдың басқа қатты денені енгізуге қарсы тұру қабілетін сипаттайды. Ол Бринелл шкаласы немесе Рокуэлл шкаласы сияқты әртүрлі шкалалармен өлшенеді.,Материалдың қаттылығы дегеніміз не?,Материалдың басқа қатты денені енгізуге қарсы тұру қабілеті. ,Factoid,materials,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
Материалдың пластикалық қасиеті оның бұзылмай пластикалық деформацияға ұшырау қабілетін анықтайды. Бұл материал пластикалық деформациялана бастайтын кернеу деңгейімен байланысты.,Материалдың пластикалық қасиеті дегеніміз не?,бұзылмай пластикалық деформацияға ұшырау қабілеті.,Factoid,materials,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
"Қатайту және босату - бұл материалдардың механикалық қасиеттеріне айтарлықтай әсер ететін термиялық өңдеу. Қатайту әдетте материалдың қаттылығын арттырады, бірақ оны морт етеді. Босату, керісінше, материалдың кернеуін азайтады және оның пластикалық қасиетін арттырады.",Қандай термиялық өңдеу материалдардың механикалық қасиеттеріне әсер етуі мүмкін?,Қатайту және босату,Factoid,materials,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Материалдың тұтқырлығы оның жойылғанға дейін энергияны сіңіру қабілетімен байланысты. Тұтқырлығы жоғары материалдар әдетте жақсы амортизациялық қасиеттерге және соққы жүктемелерін сіңіру қабілетіне ие.,Материалдың тұтқырлығы  немен байланысты?,Материалдың жойылғанға дейін энергияны сіңіру қабілетімен байланысты.,Factoid,materials,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
"Қатайту әдетте материалдың қаттылығын арттырады, бірақ оны морт етеді. Босату, керісінше, материалдың кернеуін азайтады және оның пластикалық қасиетін арттырады.",Босату материалдың қай қасиетін арттырады?,пластикалық,Factoid,materials,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Қатайту әдетте материалдың қаттылығын арттырады, бірақ оны морт етеді. Босату, керісінше, материалдың кернеуін азайтады және оның пластикалық қасиетін арттырады.",Қатайту материалдың қай қасиетін арттырады?,қаттылығын,Factoid,materials,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Қатайту әдетте материалдың қаттылығын арттырады, бірақ оны морт етеді. ",Материалдың қаттылығын арттыратын не? ,Қатайту,Factoid,materials,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Сазгер, композитор — музыкалық шығармалардың авторы.",Композитор деген кім?,музыкалық шығармалардың авторы.,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Сазгер, композитор — музыкалық шығармалардың авторы.",Сазгер деген кім?,музыкалық шығармалардың авторы.,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Сазгер, композитор — музыкалық шығармалардың авторы.",Музыкалық шығармалардың авторын қалай атайды?,Сазгер,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Поп-музыкасының жаппай мәдениетінің негізгі ерекшеліктері - аспаптық бөліктің қарапайымдылығы, ырғақ, вокалға баса назар аударылады. Поп-музыкадағы композицияның басты және жалғыз түрі - ән.",Поп-музыкадағы композицияның басты және жалғыз түрі?,ән,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Рапсодия — ән айту немесе эпикалық поэманы әндетіп тақпақ түрінде айту.,Расподия деген не?,ән айту немесе эпикалық поэманы тақпақ түрінде айту,Factoid,art,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
Олимпиялық ойындар Пелопоннестің әдемі жеріне орналасқан Олимпия қаласында өткізілген. Гректер үшін Олимп қасиетті жер. ,Гректер үшін Олимп қандай жер? ,қасиетті,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
Олимпиялық ойындар Пелопоннестің әдемі жерінде орналасқан Олимпия қаласында өткізілген. Гректер үшін Олимп қасиетті жер. ,Олимпиялық ойындар қай  қалада өткізілген?,Олимпия,Factoid,art,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2.0
"Қажу — айнымалы кернеудің әсерімен металдың (бұйымның) құрылым, қасиетін өзгертіп, бірте-бірте қирауға алып келетін процесс.",Қажу деген не?,"айнымалы кернеудің әсерімен металдың құрылым, қасиетін өзгертіп, бірте-бірте қирауға алып келетін процесс",Factoid,materials,1,1,1,0,2,2,2,2,1,1,1,0,2,2,2,2.0
